NU_MATRICULA,TIPO_BOLSA,ID_UNIDADE,NOME_UNIDADE,DATA_INICIO,DATA_FIM,VALOR_BOLSA,MES_REFERENCIA
200891704,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,27/02/20,,0,06/2020
200891704,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891705,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200891708,BOLSA CAA NÍVEL 2,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,300,06/2020
200891708,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,15/03/20,,0,06/2020
200891709,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,14/08/18,,300,06/2020
200891711,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200891711,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,04/02/20,,0,06/2020
200891717,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,14/08/18,,300,06/2020
200891717,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891719,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/11/17,,300,06/2020
200891728,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,400,06/2020
200891728,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,11/02/20,,0,06/2020
200891728,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891735,BOLSA CAV NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,500,06/2020
200891735,BOLSA NÍVEL,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,26/09/19,,0,06/2020
200891736,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,07/08/18,,400,06/2020
200891750,BOLSA CAA NÍVEL 2,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/11/17,,300,06/2020
200891750,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,21/02/20,,0,06/2020
200891752,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200891752,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,18/02/20,,0,06/2020
200891756,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200891756,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,18/02/20,,0,06/2020
200891756,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891758,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,400,06/2020
200891758,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,09/01/20,,0,06/2020
200891758,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891759,AUXÍLIO COMPLEMENTAR MORADIA RECIFE,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/17,,300,06/2020
200891759,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/17,,400,06/2020
200891759,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891763,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/18,,400,06/2020
200891773,AUXÍLIO COMPLEMENTAR MORADIA RECIFE,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/18,,300,06/2020
200891773,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/18,,400,06/2020
200891773,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,05/02/20,,0,06/2020
200891773,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891778,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/18,,400,06/2020
200891778,AUXÍLIO COMPLEMENTAR RESIDENTES,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/18,,100,06/2020
200891778,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891781,AUXÍLIO ALIMENTAÇÃO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/18,,274,06/2020
200891781,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,07/08/18,,300,06/2020
200891792,BOLSA CAA NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,25/10/17,,600,06/2020
200891792,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891793,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,30/12/19,,400,06/2020
200891793,CADASTRO CONTAS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/01/20,,0,06/2020
200891793,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891796,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,09/07/19,,300,06/2020
200891798,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,400,06/2020
200891798,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,15/03/20,,0,06/2020
200891811,AUXÍLIO ALIMENTAÇÃO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,274,06/2020
200891811,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,300,06/2020
200891811,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,28/01/20,,0,06/2020
200891812,BOLSA CAV NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,500,06/2020
200891812,BOLSA NÍVEL,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,26/09/19,,0,06/2020
200891814,AUXÍLIO COMPLEMENTAR RESIDENTES,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/17,,100,06/2020
200891814,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/17,,400,06/2020
200891814,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891823,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,400,06/2020
200891823,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,03/03/20,,0,06/2020
200891828,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/17,,400,06/2020
200891831,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/17,,400,06/2020
200891831,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,27/02/20,,0,06/2020
200891831,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891833,AUXÍLIO COMPLEMENTAR MORADIA INTERIOR,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,100,06/2020
200891833,BOLSA CAV NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,700,06/2020
200891833,BOLSA NÍVEL,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,31/07/19,,0,06/2020
200891833,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891835,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,04/09/19,,300,06/2020
200891838,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/18,,400,06/2020
200891838,AUXÍLIO COMPLEMENTAR MORADIA RECIFE,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,17/10/18,,300,06/2020
200891838,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891840,AUXÍLIO ALIMENTAÇÃO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/18,,274,06/2020
200891840,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200891848,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200891853,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200891853,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,28/02/20,,0,06/2020
200891853,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891862,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/17,,400,06/2020
200891862,AUXÍLIO ALIMENTAÇÃO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/02/18,,274,06/2020
200891862,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,29/01/20,,0,06/2020
200891865,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,300,06/2020
200891865,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,27/02/20,,0,06/2020
200891865,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891871,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200891871,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,27/02/20,,0,06/2020
200891871,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891882,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/17,,400,06/2020
200891882,AUXÍLIO ALIMENTAÇÃO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/02/18,,274,06/2020
200891882,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,31/01/20,,0,06/2020
200891886,AUXÍLIO COMPLEMENTAR MORADIA INTERIOR,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,100,06/2020
200891886,BOLSA CAA NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,600,06/2020
200891886,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891886,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,10/03/20,,0,06/2020
200891892,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/17,,400,06/2020
200891892,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,31/01/20,,0,06/2020
200891892,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891893,BOLSA CAV NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,500,06/2020
200891893,BOLSA NÍVEL,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,31/07/19,,0,06/2020
200891901,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,300,06/2020
200891901,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,24/01/20,,0,06/2020
200891902,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,06/08/18,,400,06/2020
200891907,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,400,06/2020
200891910,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/17,,400,06/2020
200891910,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,28/02/20,,0,06/2020
200891910,BOLSA PRONIDE,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,381,06/2020
200891910,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891911,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,400,06/2020
200891911,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,19/02/20,,0,06/2020
200891921,AUXÍLIO COMPLEMENTAR MORADIA INTERIOR,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,100,06/2020
200891921,BOLSA CAV NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,700,06/2020
200891921,BOLSA NÍVEL,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,26/09/19,,0,06/2020
200891921,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891921,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,19/03/20,,0,06/2020
200891924,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/19,,400,06/2020
200891924,AUXÍLIO COMPLEMENTAR MORADIA RECIFE,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,14/05/19,,300,06/2020
200891924,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891934,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200891934,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,28/02/20,,0,06/2020
200891935,AUXÍLIO COMPLEMENTAR RESIDENTES,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/04/17,,100,06/2020
200891935,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/04/17,,400,06/2020
200891935,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891935,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,02/03/20,,0,06/2020
200891936,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200891936,AUXÍLIO COMPLEMENTAR MORADIA RECIFE,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/17,,300,06/2020
200891936,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891946,AUXÍLIO COMPLEMENTAR MORADIA INTERIOR,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,100,06/2020
200891946,BOLSA CAV NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,700,06/2020
200891946,BOLSA NÍVEL,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,31/07/19,,0,06/2020
200891946,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891947,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/17,,300,06/2020
200891948,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/02/18,,400,06/2020
200891952,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,14/08/18,,300,06/2020
200891955,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200891957,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,06/08/18,,400,06/2020
200891959,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,300,06/2020
200891959,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,31/01/20,,0,06/2020
200891970,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200891970,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,14/01/20,,0,06/2020
200891973,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200891982,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,07/08/18,,400,06/2020
200891982,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200891983,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/17,,400,06/2020
200891983,AUXÍLIO COMPLEMENTAR RESIDENTES,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/19,,100,06/2020
200891983,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891985,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200891993,AUXÍLIO COMPLEMENTAR MORADIA INTERIOR,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,100,06/2020
200891993,BOLSA CAV NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,700,06/2020
200891993,BOLSA NÍVEL,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,26/09/19,,0,06/2020
200891993,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200891994,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,06/08/18,,400,06/2020
200891996,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200891996,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200892003,AUXÍLIO COMPLEMENTAR RESIDENTES,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/18,,100,06/2020
200892003,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/18,,400,06/2020
200892003,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,23/01/20,,0,06/2020
200892003,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200892007,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/16,,400,06/2020
200892007,AUXÍLIO COMPLEMENTAR MORADIA RECIFE,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/09/17,,300,06/2020
200892007,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,21/01/20,,0,06/2020
200892007,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200892014,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200892017,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,400,06/2020
200892017,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,12/03/20,,0,06/2020
200892019,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200892021,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,300,06/2020
200892021,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,27/02/20,,0,06/2020
200892022,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/17,,400,06/2020
200892022,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,27/12/19,,0,06/2020
200892026,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,13/08/18,,300,06/2020
200892026,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200892032,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/11/17,,400,06/2020
200892032,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,10/03/20,,0,06/2020
200892032,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200892037,BOLSA CAA NÍVEL 1,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,200,06/2020
200892037,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,03/03/20,,0,06/2020
200892042,BOLSA CAA NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/07/17,,400,06/2020
200892042,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,19/02/20,,0,06/2020
200892042,AUXÍLIO EMERGENCIAL COVID19 VINC. NÍVEIS,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/05/20,,274,06/2020
200892045,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,400,06/2020
200892058,AUXÍLIO COMPLEMENTAR RESIDENTES,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/04/17,,100,06/2020
200892058,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/04/17,,400,06/2020
200892058,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,28/02/20,,0,06/2020
200892058,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200892060,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/18,,400,06/2020
200892066,AUXÍLIO COMPLEMENTAR MORADIA RECIFE,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/18,,300,06/2020
200892066,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/10/18,,400,06/2020
200892066,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200892073,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/17,,400,06/2020
200892081,BOLSA RECIFE NÍVEL 4,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,11/09/17,,400,06/2020
200892081,AUXÍLIO COMPLEMENTAR RESIDENTES,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/19,,100,06/2020
200892081,AUX FINANCEIRO COVID19,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/03/20,,274,06/2020
200892094,BOLSA RECIFE NÍVEL 3,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,01/08/17,,300,06/2020
200892094,RECADASTRAMENTO,1189,PRÓ-REITORIA PARA ASSUNTOS ESTUDANTIS,10/02/20,,0,06/2020
